       0.311	       1.210	       0.448	       0.579	       1.168	       1.046
       0.311	       1.210	       0.448	       0.579	       1.168	       1.046
       0.311	       1.210	       0.448	       0.578	       1.168	       1.046
       0.311	       1.210	       0.448	       0.579	       1.168	       1.046
       0.311	       1.210	       0.448	       0.578	       1.150	       1.047
       0.312	       1.211	       0.450	       0.580	       1.075	       1.046
       0.312	       1.211	       0.450	       0.580	       1.070	       1.023
       0.312	       1.211	       0.450	       0.580	       1.068	       0.952
       0.313	       1.211	       0.450	       0.580	       1.068	       0.946
       0.313	       1.211	       0.450	       0.580	       1.068	       0.944
       0.313	       1.211	       0.450	       0.580	       1.068	       0.943
       0.313	       1.211	       0.450	       0.528	       1.068	       0.942
       0.313	       1.211	       0.450	       0.526	       1.067	       0.940
       0.313	       1.211	       0.425	       0.526	       1.067	       0.940
       0.313	       1.206	       0.424	       0.525	       1.067	       0.940
       0.313	       1.161	       0.423	       0.525	       1.067	       0.940
       0.291	       1.160	       0.423	       0.525	       1.067	       0.940
       0.290	       1.160	       0.422	       0.524	       1.067	       0.940
       0.291	       1.160	       0.423	       0.525	       1.067	       0.940
       0.291	       1.160	       0.423	       0.524	       1.066	       0.940
       0.291	       1.159	       0.423	       0.524	       1.066	       0.939
       0.291	       1.159	       0.423	       0.524	       1.066	       0.940
       0.291	       1.159	       0.423	       0.524	       1.066	       0.939
       0.290	       1.158	       0.423	       0.524	       1.066	       0.939
       0.290	       1.158	       0.423	       0.524	       1.066	       0.938
       0.290	       1.158	       0.423	       0.524	       1.066	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.290	       1.158	       0.423	       0.523	       1.065	       0.938
       0.289	       1.158	       0.423	       0.523	       1.065	       0.938
       0.289	       1.158	       0.423	       0.523	       1.065	       0.938
       0.289	       1.158	       0.423	       0.523	       1.065	       0.938
       0.289	       1.158	       0.423	       0.523	       1.065	       0.938
       0.289	       1.157	       0.423	       0.523	       1.065	       0.937
       0.289	       1.158	       0.423	       0.523	       1.065	       0.937
       0.290	       1.158	       0.423	       0.522	       1.065	       0.937
       0.290	       1.158	       0.423	       0.522	       1.065	       0.937
       0.289	       1.157	       0.423	       0.522	       1.065	       0.937
       0.289	       1.157	       0.423	       0.522	       1.065	       0.937
       0.289	       1.157	       0.423	       0.522	       1.065	       0.937
       0.289	       1.158	       0.423	       0.522	       1.065	       0.936
       0.289	       1.157	       0.423	       0.522	       1.065	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.157	       0.423	       0.522	       1.064	       0.936
       0.289	       1.156	       0.423	       0.522	       1.064	       0.936
       0.288	       1.157	       0.422	       0.522	       1.064	       0.936
